T
CORO.L
SUP.L
EEE.L
BMN.L
PMI.L
SAL.L
ANIC.L
NXQ.L
GCM.L
AST.L
ALT.L
GLTR.IL
SMSD.IL
GAID.IL
MHPC.IL
HSBK.IL
SMSN.IL
HYUD.IL
FP.IL
FIVE.IL
HHPD.IL
RNEW.L
BPCR.L
ATMA.L
OGZD.L
DPA.L
MNTN.L
DAR.L
SIHL.L
TGR.DE
DKG.DE
SAX.DE
FOO.DE
BVB.DE
VIB3.DE
SIE.DE
TGHN.DE
HILS.L
PRE.L
EZJ.L
WEIR.L
CYN.L
WWH.L
NOG.L
FVEN.L
BAMNB.AS
AVTX.AS
CRBN.AS
BFIT.AS
ALFEN.AS
RAND.AS
VPK.AS
SLIGR.AS
QEV.AS
FAST.AS
FLOW.AS
INGA.AS
CABKA.AS
VAC.PA
ALTUV.PA
ENX.PA
IDL.PA
LECN.SW
ACLN.SW
GALE.SW
BARN.SW
OERL.SW
SCHN.SW
VLRT.SW
SOON.SW
UTL.L
BKY.L
AA4.L
NFM.L
EJFI.L
AC8.L
JZCP.L
AMOI.L
DNA3.L
NWOR.L
PALM.L
AFP.L
