T
SAP.DE
SMSN.IL
ROG.SW
NESN.SW
NOVN.SW
AZN.L
HSBA.L
LIN.DE
SHEL.L
SIE.DE
DTE.DE
ITX.MC
ALV.DE
639.DE
ULVR.L
BHP.L
SAN.MC
BNC.L
ABBN.SW
UBSG.SW
IBE.MC
BATS.L
CFR.SW
RR.L
ZURN.SW
REL.L
RHM.DE
RIO.L
ENR.DE
BBVA.MC
MUV2.DE
BP.L
GSK.L
LSEG.L
BA.L
NG.L
BARC.L
CRH.L
CABK.MC
DBK.DE
LLOY.L
SHL.DE
MBG.DE
CPG.L
DGE.L
BMW.DE
DB1.DE
LTOD.IL
IFX.DE
NWG.L
VOW3.DE
VOW.DE
MRK.DE
DHL.DE
SREN.SW
III.L
FLTR.L
RKT.L
GLEN.L
EXPN.L
LONN.SW
EOAN.DE
BAS.DE
P911.DE
HLN.L
CCEP.L
ALC.SW
HOLN.SW
FERG.L
ADS.DE
GIVN.SW
SIKA.SW
HEI.DE
STAN.L
AENA.MC
DTG.DE
GALD.SW
CBK.DE
SCHN.SW
FER.MC
HNR1.DE
LISN.SW
TSCO.L
SCMN.SW
AMS.MC
PGHN.SW
EBS.VI
CCL.L
TLX.DE
BAYN.DE
AAL.L
ELE.MC
PRU.L
IMB.L
RYA.IR
RWE.DE
HEN3.DE
HEN.DE
NTGY.MC
TEF.MC
SLHN.SW
AHT.L
BT-A.L
BEI.DE
IPC.L
AMRZ.SW
FRE.DE
VOD.L
SSE.L
VNA.DE
HLAG.DE
ANTO.L
VER.VI
AV.L
GEBN.SW
CLNX.MC
KNIN.SW
SDZ.SW
SWR.L
IAG.L
IAG.MC
MTX.DE
STMN.SW
ABF.L
SGSN.SW
VWSB.DE
CCH.L
LGEN.L
NXT.L
EMSN.SW
8TRA.DE
UN0.DE
IHG.L
REP.MC
CON.DE
ACS.MC
OMV.VI
SAB.MC
SOON.SW
CKI.L
NEM.DE
HOT.DE
HLMA.L
KBX.DE
SGE.L
FME.DE
SRT3.DE
INF.L
SY1.DE
FRES.L
BAER.SW
LOGN.SW
BIRG.L
BEAN.SW
WISE.L
SN.L
HAG.DE
ADM.L
1COV.DE
HELN.SW
VALT.L
BKT.MC
MAP.MC
RTO.L
PAH3.DE
VACN.SW
DWS.DE
SGRO.L
KAP.IL
BKW.SW
EVD.DE
SPSN.SW
G1A.DE
HLE.DE
BALN.SW
RED.MC
QIA.DE
ANA.MC
DWNI.DE
SVT.L
LHA.DE
STR.VI
CNA.L
ITRK.L
UU.L
SMIN.L
G24.DE
BG.VI
BNZL.L
SQN.SW
RBI.VI
EVK.DE
AUTO.L
BNR.DE
MKS.L
DHER.DE
GAID.IL
AAF.L
DPLM.L
RAA.DE
PSON.L
SBRY.L
WEIR.L
ANE.MC
S32.L
FHZN.SW
MRO.L
PHNX.L
ENT.L
ZAL.DE
UHR.SW
VZN.SW
SDR.L
ICG.L
ZEG.L
R3NK.DE
MNG.L
STJ.L
ACLN.SW
PSPN.SW
KGX.DE
RMV.L
BTRW.L
TKA.DE
AVOL.SW
MRL.MC
ANDR.VI
IDR.MC
BEZ.L
WTB.L
GRF.MC
WPP.L
TKA.VI
EDV.L
IMI.L
BARN.SW
BAB.L
AG1.DE
MNDI.L
CTEC.L
FRA.DE
SIGN.SW
GAW.L
BANB.SW
GCO.MC
VIG.VI
KGF.L
HSBK.IL
HWDN.L
IOS.DE
BRBY.L
RRTL.DE
SUN.SW
GF.SW
FPE.DE
FPE3.DE
FCC.MC
DCC.L
TEMN.SW
JD.L
UNI.MC
LMP.L
LEG.DE
SPX.L
LAND.L
HIK.L
HSX.L
BC8.DE
NDX1.DE
CRDA.L
FIE.DE
SHA0.DE
ADEN.SW
GALE.SW
FLU.VI
SXS.L
TW.L
AFX.DE
UTG.L
IGG.L
EZJ.L
SFSN.SW
SFZN.SW
BUCN.SW
PSN.L
KRN.DE
UTDI.DE
FDR.MC
DKSH.SW
EVN.VI
EMMN.SW
VOE.VI
JET2.L
ABDN.L
BLND.L
INVP.L
BBOX.L
NDA.DE
TUI1.DE
1SXP.DE
BKG.L
JUN3.DE
IDS.L
VONN.SW
SPG.DE
SCT.L
3IN.L
BGEO.L
WCH.DE
UQA.VI
ITV.L
LOG.MC
SIX2.DE
COL.MC
BWY.L
JMAT.L
FRAS.L
ALSN.SW
GBF.DE
ENG.MC
INCH.L
AT1.DE
DOKA.SW
WIE.VI
FNTN.DE
VID.MC
OCDO.L
SHC.L
HBR.L
CWK.L
1U1.DE
ALLN.SW
UKW.L
ITH.L
CIE.MC
RS1.L
BME.L
CMBN.SW
QQ.L
BPT.L
CLN.SW
ROR.L
PUM.DE
TBCG.L
BBY.L
PHLL.L
ROO.L
FTK.DE
BOSS.DE
SCYR.MC
SDF.DE
ROVI.MC
NHH.MC
HICL.L
DNLM.L
SAX.DE
TATE.L
DRX.L
PLUS.L
CCC.L
HGT.L
VIS.MC
PNN.L
INPP.L
QLT.L
TCAP.L
EBRO.MC
ACX.MC
OMU.L
CAN.L
BUR.L
IWG.L
BCHN.SW
GGP.L
HCM.L
DLN.L
RSW.L
CPI.VI
TEG.DE
TRIG.L
AJB.L
SRP.L
MGNS.L
OSB.L
SRAIL.SW
EMG.L
VTY.L
ONT.L
ALM.MC
CAI.VI
TECN.SW
RDC.DE
LXS.DE
COTN.SW
SZU.DE
CLDN.L
RAT.L
DOC.VI
KWS.DE
AOF.DE
DAE.SW
INRN.SW
PAG.L
POST.VI
BYG.L
LAND.SW
GFTU.L
ALPH.L
BCG.L
CEC.DE
GRG.L
GYC.DE
ENO.MC
MAB.L
MTO.L
ENOG.L
PFD.L
CFT.SW
DMP.DE
GRE.MC
HILS.L
GNS.L
CAF.MC
AGR.L
TEP.L
GEST.MC
BION.SW
N91.L
AIXA.DE
SWON.SW
SEPL.L
INDV.L
GRI.L
SRE.L
LRE.L
CHG.L
VH2.DE
SSPG.L
GXI.DE
PIN.L
SAFE.L
DIA.MC
MEL.MC
VOS.DE
HBH.DE
COA.L
HOC.L
HMSO.L
DAR.L
DUE.DE
PSM.DE
JTC.L
WAC.DE
CURY.L
TRE.MC
PSG.MC
SMWH.L
BAKK.L
RHIM.L
AWE.L
GPE.L
MVC.MC
ELG.DE
JUST.L
SVS.L
NB2.DE
KSB3.DE
PFV.DE
ACT.DE
HOME.MC
MMK.VI
HTWS.L
BREE.L
FAN.L
HFG.DE
PHP.L
DEQ.DE
LDA.MC
ISN.SW
SRC.L
FGP.L
TMV.DE
IHP.L
WIZZ.L
PHM.MC
YSN.DE
SEQI.L
TPK.L
EUZ.DE
RLIA.MC
PTEC.L
OERL.SW
FORN.SW
FEVR.L
FAE.MC
SENS.SW
GNC.L
PAL.VI
SLR.MC
DAL.L
EVT.DE
CRN.L
ASHM.L
SZG.DE
OXIG.L
MONY.L
HYQ.DE
TRN.L
NCH2.DE
WUW.DE
SPT.L
PAF.L
AMS.SW
PETS.L
WAF.DE
YCA.L
HAS.L
DATA.L
CASH.MC
CKN.L
JFN.SW
NXU.DE
BOY.L
TRST.L
SUPR.L
GAMA.L
FOUR.L
YOU.DE
PNE3.DE
DOU.DE
REHN.SW
DOM.L
A3M.MC
BFSA.DE
MED.SW
ADT1.L
GEN.L
ELM.L
DRW3.DE
JEN.DE
POS.VI
KLR.L
LEHN.SW
DWL.L
AEDAS.MC
ICGT.L
RPI.L
VSVS.L
COPN.SW
DEZ.DE
SPI.L
TIMA.DE
CVSG.L
MTRO.L
PAGE.L
LNZ.VI
KNOS.L
CHG.DE
WOSG.L
KIE.L
BYIT.L
AML.L
MEGP.L
UPR.L
MLP.DE
AUTN.SW
SNR.L
JDW.L
PPET.L
CRW.L
DEC.L
EDR.MC
DOCS.L
MBB.DE
ZIG.L
KOS.L
APAX.L
BAG.L
HFG.L
WKP.L
FUTR.L
MUM.DE
PPGN.SW
XPS.L
COK.DE
CORD.L
RNK.L
ETS.VI
AMAG.VI
UBXN.SW
MOON.L
CICN.SW
AGR.VI
S92.DE
GLJ.DE
ZEHN.SW
ATS.VI
VBK.DE
RHK.DE
CGEO.L
JHD.L
CHRT.L
PPH.L
SMHN.DE
NBPE.L
VCT.L
VLX.L
FQT.DE
JST.DE
ATYM.L
SFQ.DE
CCR.L
CMCX.L
JUP.L
GCP.L
MPE.L
DSCV.L
ESP.L
RSG.L
SQZ.L
NA9.DE
STO3.DE
RNWH.L
CBG.L
ALFA.L
PBB.DE
JSG.L
MGAM.L
THRL.L
EKT.DE
VOF.L
ATG.L
GROW.L
AVON.L
ADX.MC
TNIE.DE
CWC.DE
PAT.DE
HWG.L
MUX.DE
CRE.L
SEIT.L
ENC.MC
CSN.L
WPS.L
TGHN.DE
PEY.L
KCO.DE
IBST.L
PRSR.L
CHRY.L
SYNC.L
BSIF.L
VETN.SW
STM.DE
GBG.L
PAY.L
ART.MC
JDG.L
QH9.DE
ITM.L
EVPL.L
AO.L
IDIA.SW
NICL.L
2GB.DE
FGEN.L
MSLH.L
OCN.L
MAB1.L
WIX.L
TGA.L
INH.DE
FSG.L
GFT.DE
IPO.L
NBG6.DE
YNGA.L
FSFL.L
HTG.L
ADN1.DE
PINT.L
PINE.L
PCZ.DE
POLN.L
CRST.L
WSU.DE
FYB.DE
GRID.L
POLR.L
SHF.DE
NCC.L
OTB.L
CER.L
DOM.MC
UEM.L
YOU.L
GFRD.L
AMS.L
ROS.VI
NESF.L
PRS.MC
D6H.DE
TUB.MC
METN.SW
NOEJ.DE
HDD.DE
ASC.L
THG.L
COST.L
TAM.L
VIB3.DE
HABA.DE
BOWL.L
PCTN.L
FCH.L
RKH.L
DBAN.DE
PBEE.L
OXB.L
PSAN.DE
SBO.VI
TPE.DE
OHLA.MC
BMY.L
IPF.L
FORT.L
ORIT.L
DFS.L
SGL.DE
CPI.L
ABDP.L
GKP.L
AGY.L
SBRE.L
DOCM.SW
GFM.L
RST.L
MHA.L
IXX.DE
BVB.DE
ADKO.VI
AMRQ.L
TTK.DE
AAD.DE
GSJ.MC
INS.DE
ELIX.L
YMHRE.MC
TPFG.L
PTAL.L
MRL.L
AT.L
PRV.L
AB9.DE
PRTC.L
NRR.L
FTC.L
BSL.DE
ESNT.L
W7L.L
F3C.DE
GSF.L
RWS.L
HFD.L
APN.L
FRP.L
MER.L
LSL.L
TLGO.MC
EVOK.L
BOOT.L
FSTA.L
IVU.DE
CMCL.L
CARD.L
SBS.DE
STEM.L
LEON.SW
HAN.L
PZC.L
NFG.L
FXPO.L
ST5.DE
AMP.MC
JDC.DE
PANR.L
CA1.DE
IDOX.L
ENRG.L
WIL.L
PSG.DE
NIOX.L
FRAN.L
BRK.L
MIKN.SW
HLCL.L
RECI.L
CLI.L
KMR.L
FACC.VI
CAML.L
SOHO.L
HAT.L
THX.L
ILM1.DE
DEBS.L
BIG.L
GYM.L
THS.L
YU.L
MARS.L
SAGA.L
IZER.MC
RCDO.L
NXR.L
CGL.L
SOLG.L
MCB.L
VANQ.L
IPX.L
4X0.DE
VIC.L
MIDW.L
XPP.L
BIJ.DE
FNTL.L
FARN.L
ENQ.L
VP.L
PRE.L
M12.DE
HSP.L
DOTD.L
ENER.MC
ZIL2.DE
MCG.L
SEM.VI
FDM.L
GMS.L
RCH.L
SAA.L
LIO.L
FNX.L
SVML.L
TLW.L
SUP.L
LUCE.L
SRAD.L
NVD.DE
MSF.DE
APC.DE
AMZ.DE
ABEA.DE
ABEC.DE
FB2A.DE
1YD.DE
TL0.DE
TSLA.VI
BRYN.DE
CMC.DE
WMT.DE
LLY.DE
3V64.DE
ORC.DE
NFC.DE
M4I.DE
XONA.DE
CTO.DE
JNJ.DE
HDI.DE
PRG.DE
NCB.DE
PTX.DE
4AB.DE
CHV.DE
NOV.DE
CCC3.DE
ASML.AS
RMS.PA
SMSD.IL
MC.PA
GCP.DE
AHLA.DE
4I1.DE
UNH.DE
TM5.DE
CIS.DE
NWT.DE
IBM.DE
AMD.DE
FOO.DE
OR.PA
ABL.DE
DWD.DE
AEC1.DE
HBC1.DE
ZEG.DE
GOS.DE
ITU.DE
WDP.DE
MDO.DE
6MK.DE
SHELL.AS
5UR.DE
SOBA.DE
CAT1.DE
UT8.DE
PEP.DE
TII.DE
PCE1.DE
BAC.DE
SOYU.L
BCO.DE
TRVC.DE
QCI.DE
AIR.PA
AIR.DE
AMG.DE
ADB.DE
SU.PA
BP-A.L
AP2.DE
UNA.AS
BP-B.L
DAP.DE
GIS.DE
PFE.DE
DCO.DE
TTE.PA
SAF.PA
PRX.AS
UNP.DE
EL.PA
ABI.BR
MTE.DE
CTP2.DE
MLB1.DE
0UB.DE
SAN.PA
VX1.DE
YCP.DE
KLA.DE
2M6.DE
AI.PA
BMT.DE
SYP.DE
NKE.DE
LOM.DE
CS.PA
SRB.DE
IES.DE
BNP.PA
PHM7.DE
CDI.PA
ENL.DE
REN.AS
BRM.DE
RIO1.DE
UWS.DE
2FE.DE
KTF.DE
1QZ.DE
INL.DE
12DA.DE
6Z1.DE
GDX.DE
CVS.DE
HHPD.IL
BPE5.DE
DG.PA
MMM.DE
NTH.DE
5Q5.DE
GS71.DE
2PP.DE
BSP.DE
CPA.DE
NMM.DE
NNGF.DE
INGA.AS
BCY.DE
LLD.DE
FPMB.DE
ENGE.L
XGR2.DE
UMG.AS
SGO.PA
HO.PA
GUI.DE
BMW.VI
BMW3.DE
ACA.PA
ADYEN.AS
FDX.DE
ENGI.PA
ASG.DE
3QD.DE
8GM.DE
ENI.DE
BN.PA
HEIA.AS
04Q.DE
DSY.PA
DYH.DE
GLW.DE
GLE.PA
EWL.DE
FMC1.DE
CCEP.AS
68V.DE
SQ3.DE
OPC.DE
XVALO.MC
KMY.DE
WPM.L
SII.DE
KBC.BR
ORA.PA
GACA.L
TGR.DE
UCB.BR
SYY.DE
SGLD.L
LR.PA
ERT.DE
EBA.DE
AD.AS
ABR0.DE
TCO0.DE
WKL.AS
ARGX.BR
POH1.DE
KHNZ.DE
EXO.AS
NGL0.DE
XY6.DE
IPOL.L
KER.PA
MS51.DE
ITB.DE
STLAP.PA
690D.DE
RI.PA
XBBDC.MC
CAP.PA
ERCB.DE
ASM.AS
STMPA.PA
GRM.DE
KEL.DE
VODI.DE
DSFIR.AS
22UA.DE
NOA3.DE
AWC.DE
2HP.DE
ADM.DE
AM.PA
VIE.PA
ML.PA
PUB.PA
MT.AS
ABN.AS
7HP.DE
PHIA.AS
DIM.PA
HMSB.DE
CVC.AS
HEIO.AS
CBHD.DE
KIN2.DE
F3A.DE
IDP.DE
HAL.DE
EDP.LS
2OY.DE
KPN.AS
NN.AS
ENX.PA
EN.PA
BOL.PA
AIBG.L
BIM.PA
ILU.DE
JMT.LS
AMUN.PA
SMT.L
SNAP.VI
1SI.DE
BVI.PA
ERF.PA
GALP.LS
ASRNL.AS
RNO.PA
AC.PA
URW.PA
JDEP.AS
ELI.BR
HAL.AS
FGR.PA
AGS.BR
EDPR.LS
0QF.DE
ADP.PA
AKZA.AS
BCP.LS
ALO.PA
AGN.AS
DIE.BR
LI.PA
PUIG.MC
GBLB.BR
VIA.DE
IPN.PA
BESI.AS
CA.PA
SOF.BR
GS2C.DE
BCVN.SW
GET.PA
PSH.L
CTPNV.AS
W8A.DE
SPIE.PA
AYV.PA
RXL.PA
SW.PA
RAND.AS
SYENS.BR
ACKB.BR
185.DE
IMCD.AS
GFC.PA
IEML.L
LOTB.BR
EDEN.PA
A1G.DE
INPST.AS
TE.PA
FCIT.L
TUB.BR
ODET.PA
COV.PA
CBDG.PA
FDJU.PA
GTT.PA
ELIS.PA
ALW.L
LY0.DE
XCOP.MC
SCR.PA
NEX.PA
IMBA.L
TEP.PA
PCT.L
OBS.VI
CDM1.DE
XNEO.MC
SPOL.L
AV-A.L
AKE.PA
VPK.AS
KBCA.BR
MLPD.L
WDP.BR
AV-B.L
E0P.DE
COLR.BR
DLG.L
ALTTU.PA
SK.PA
ALLFG.AS
VU.PA
VFP.DE
RF.PA
TKWY.AS
MF.PA
VK.PA
SBMO.AS
JGGI.L
ARCAD.AS
COVH.PA
BNJ.AS
SOP.PA
SHUR.BR
GIL.DE
ABVX.PA
SIX3.DE
AZE.BR
UMI.BR
TKO.PA
XEKT.MC
VISE.L
FMV.DE
VIV.PA
AALB.AS
DEC.PA
SUNN.SW
DEME.BR
BREB.BR
VRLA.PA
FLY.PA
U6Z.DE
HCL.DE
GLB.L
LOUP.PA
RCO.PA
SGKN.SW
RCP.L
AED.BR
SOLB.BR
VIRP.PA
MMB.PA
TRI.PA
AF.PA
724.DE
COFB.BR
IDL.PA
RUI.PA
ITP.PA
PLX.PA
MNKS.L
MELE.BR
CTY.L
HBX.MC
TITC.BR
VCT.PA
SESG.PA
ATE.PA
BAIN.PA
HVPD.L
VGP.BR
BEKN.SW
VLK.AS
SON.LS
LIGHT.AS
COFA.PA
PROX.BR
CARM.PA
FR.PA
ALTA.PA
NK.PA
HVPE.L
BTS.VI
CENER.BR
TEM.L
BB.PA
NVG.LS
ANTIN.PA
THEON.AS
JAM.L
MRC.L
CAF.PA
EMEIS.PA
RENE.LS
SSON.L
CLARI.PA
EXA.PA
NOS.LS
APAM.AS
MVV1.DE
EXENS.PA
MYI.L
ATT.L
ES.PA
PEUG.PA
OPM.PA
FEV.L
FRVIA.PA
BAMNB.AS
FII.PA
PNL.L
TFI.PA
BEKB.BR
IPS.PA
BFIT.AS
GLPG.AS
PLUN.DE
BLV.PA
ARG.PA
ALHG.PA
STF.PA
IMC.MC
ICAD.PA
SOI.PA
RBT.PA
TESB.BR
OVH.PA
VIO.BR
MMT.PA
FAGR.BR
WWH.L
PLNW.PA
ETL.PA
ERA.PA
BHMG.L
OCI.AS
FCSS.L
CMBT.BR
KSB.DE
LWDB.L
GIMB.BR
MONT.BR
TWEKA.AS
FGT.L
PRO.MC
HAVAS.AS
ASL.L
WAVE.PA
AH91.DE
BNKR.L
FLUX.BR
XIOR.BR
ECMPA.AS
HHFA.DE
GRKP.SW
FSV.L
BIO3.DE
HEIJM.AS
HRI.L
OHB.DE
FUR.AS
SEM.LS
JMG.L
VEIL.L
EVR.L
EDIN.L
TFGS.L
UBI.PA
EGL.LS
AGT.L
YGMP.MC
BRWM.L
JFJ.L
TRY.L
PTSB.L
VLTSA.PA
BAR.BR
74SW.PA
COP.DE
BBGI.L
FLOW.AS
TMPL.L
DRW8.DE
